City,PM25,NO2,PM10,AQI_PM25,AQI_NO2,AQI_PM10,AQI_MAX,datetimeUtc
Gera Friedericistr.,6.6,27,8.7,28,26,9,28,2024-02-13T02:00:00+00:00
Gera Friedericistr.,6.2,41,8.1,26,39,8,39,2024-02-13T03:00:00+00:00
Gera Friedericistr.,6.2,41,9,26,39,9,39,2024-02-13T04:00:00+00:00
Gera Friedericistr.,6.1,35,9.2,26,34,9,34,2024-02-13T05:00:00+00:00
Gera Friedericistr.,6.4,26,8.3,27,25,8,27,2024-02-13T06:00:00+00:00
Gera Friedericistr.,6.8,10,9.5,29,10,9,29,2024-02-13T07:00:00+00:00
Gera Friedericistr.,8.8,7.4,14,37,7,13,37,2024-02-13T08:00:00+00:00
Gera Friedericistr.,8.9,6.1,15,38,6,14,38,2024-02-13T09:00:00+00:00
Gera Friedericistr.,7.4,6.1,11,31,6,11,31,2024-02-13T10:00:00+00:00
Gera Friedericistr.,7,6.6,11,30,7,11,30,2024-02-13T11:00:00+00:00
Gera Friedericistr.,5.5,7.2,8.5,23,7,8,23,2024-02-13T12:00:00+00:00
Gera Friedericistr.,4.8,16,7.7,20,16,8,20,2024-02-13T13:00:00+00:00
Gera Friedericistr.,4.3,17,7.2,18,17,7,18,2024-02-13T14:00:00+00:00
Gera Friedericistr.,4.7,23,7.3,20,22,7,22,2024-02-13T15:00:00+00:00
Gera Friedericistr.,4.4,26,6.4,19,25,6,25,2024-02-13T16:00:00+00:00
Gera Friedericistr.,4.4,18,6.6,19,17,7,19,2024-02-13T17:00:00+00:00
Gera Friedericistr.,6.7,25,11,28,24,11,28,2024-02-13T18:00:00+00:00
Gera Friedericistr.,9.1,27,13,38,26,13,38,2024-02-13T19:00:00+00:00
Gera Friedericistr.,7.3,28,9.8,31,27,10,31,2024-02-13T20:00:00+00:00
Gera Friedericistr.,11,21,14,46,20,13,46,2024-02-13T21:00:00+00:00
Gera Friedericistr.,11,16,16,46,16,15,46,2024-02-13T22:00:00+00:00
Gera Friedericistr.,10,14,15,42,14,14,42,2024-02-13T23:00:00+00:00
Gera Friedericistr.,8.8,8.6,14,37,9,13,37,2024-02-14T00:00:00+00:00
Gera Friedericistr.,6.7,7.9,9.4,28,8,9,28,2024-02-14T01:00:00+00:00
Gera Friedericistr.,5.4,12,8.4,23,12,8,23,2024-02-14T02:00:00+00:00
Gera Friedericistr.,4.9,12,7,21,12,7,21,2024-02-14T03:00:00+00:00
Gera Friedericistr.,4.3,17,6.2,18,17,6,18,2024-02-14T04:00:00+00:00
Gera Friedericistr.,3.8,15,6.6,16,15,7,16,2024-02-14T05:00:00+00:00
