City,PM25,NO2,PM10,AQI_PM25,AQI_NO2,AQI_PM10,AQI_MAX,datetimeUtc
Nairobi,16,0.0110925,38,60,1,36,60,2024-02-11T18:00:00+00:00
Nairobi,15,0.01357875,37,58,1,35,58,2024-02-11T19:00:00+00:00
Nairobi,14,0.019125,37,56,1,35,56,2024-02-11T20:00:00+00:00
Nairobi,15,0.02295,39,58,1,37,58,2024-02-11T21:00:00+00:00
Nairobi,14,0.02295,38,56,1,36,56,2024-02-11T22:00:00+00:00
Nairobi,12,0.01893375,31,50,1,29,50,2024-02-11T23:00:00+00:00
Nairobi,11,0.019125,28,46,1,26,46,2024-02-12T00:00:00+00:00
Nairobi,11,0.01893375,29,46,1,27,46,2024-02-12T01:00:00+00:00
Nairobi,11,0.02295,31,46,1,29,46,2024-02-12T02:00:00+00:00
Nairobi,17,0.0286875,46,62,1,43,62,2024-02-12T03:00:00+00:00
Nairobi,17,0.0286875,45,62,1,42,62,2024-02-12T04:00:00+00:00
Nairobi,19,0.019125,49,66,1,46,66,2024-02-12T05:00:00+00:00
Nairobi,14,-0.01357875,34,56,1,32,56,2024-02-12T06:00:00+00:00
Nairobi,17,-0.034425,37,62,1,35,62,2024-02-12T07:00:00+00:00
Nairobi,19,-0.017595,41,66,1,38,66,2024-02-12T08:00:00+00:00
Nairobi,14,-0.0286875,30,56,1,28,56,2024-02-12T09:00:00+00:00
Nairobi,13,-0.0210375,28,54,1,26,54,2024-02-12T10:00:00+00:00
Nairobi,10,-0.017595,21,42,1,20,42,2024-02-12T11:00:00+00:00
Nairobi,11,-0.01587375,21,46,1,20,46,2024-02-12T12:00:00+00:00
Nairobi,9.6,-0.017595,18,40,1,17,40,2024-02-12T13:00:00+00:00
Nairobi,8.9,-0.0210375,15,38,1,14,38,2024-02-12T14:00:00+00:00
Nairobi,9.2,-0.01472625,16,39,1,15,39,2024-02-12T15:00:00+00:00
Nairobi,12,-0.01128375,24,50,1,23,50,2024-02-12T16:00:00+00:00
Nairobi,15,0.0087975,34,58,1,32,58,2024-02-12T17:00:00+00:00
Nairobi,32,0.0095625,62,94,1,55,94,2024-02-12T18:00:00+00:00
Nairobi,21,0.011475,48,71,1,45,71,2024-02-12T19:00:00+00:00
Nairobi,12,0.0133875,29,50,1,27,50,2024-02-12T20:00:00+00:00
Nairobi,10,0.0149175,24,42,1,23,42,2024-02-12T21:00:00+00:00
Nairobi,11,0.0156825,28,46,1,26,46,2024-02-12T22:00:00+00:00
Nairobi,11,0.0210375,28,46,1,26,46,2024-02-12T23:00:00+00:00
Nairobi,9.3,0.0210375,22,39,1,21,39,2024-02-13T00:00:00+00:00
Nairobi,10,0.02295,27,42,1,25,42,2024-02-13T01:00:00+00:00
Nairobi,11,0.0210375,29,46,1,27,46,2024-02-13T02:00:00+00:00
Nairobi,12,0.02295,34,50,1,32,50,2024-02-13T03:00:00+00:00
Nairobi,19,0.0306,48,66,1,45,66,2024-02-13T04:00:00+00:00
Nairobi,33,0.0248625,65,96,1,57,96,2024-02-13T05:00:00+00:00
Nairobi,23,-0.008415,46,75,1,43,75,2024-02-13T06:00:00+00:00
Nairobi,13,-0.042075,27,54,1,25,54,2024-02-13T07:00:00+00:00
Nairobi,13,-0.0439875,27,54,1,25,54,2024-02-13T08:00:00+00:00
Nairobi,14,-0.0401625,29,56,1,27,56,2024-02-13T09:00:00+00:00
Nairobi,12,-0.0248625,25,50,1,24,50,2024-02-13T10:00:00+00:00
Nairobi,9.5,-0.01166625,17,40,1,16,40,2024-02-13T11:00:00+00:00
Nairobi,9.6,-0.0103275,18,40,1,17,40,2024-02-13T12:00:00+00:00
Nairobi,9.5,-0.0149175,18,40,1,17,40,2024-02-13T13:00:00+00:00
Nairobi,9.1,-0.01281375,16,38,1,15,38,2024-02-13T14:00:00+00:00
Nairobi,9.3,-0.0080325,17,39,1,16,39,2024-02-13T15:00:00+00:00
Nairobi,10,-0.0034425,21,42,1,20,42,2024-02-13T16:00:00+00:00
Nairobi,13,0.00765,29,54,1,27,54,2024-02-13T17:00:00+00:00
Nairobi,13,0.02295,32,54,1,30,54,2024-02-13T18:00:00+00:00
